projectname,language,totalcommits,sloc,time,hour,filechangecount,duration,contributors,ageyear,contributor,total_file_num,fileabslog,filepro,fileprolog,commitlog,sloclog,durationlog,contrilog,dynamicstatic,strongweak
moby-moby,Go,32067,699947,915890,254.4138889,1,135366543,468,4.352062211,468,3636,0,0.000275028,-3.560623089,4.506058332,5.845065156,0.638695095,2.670245853,static,strong
Modernizr-Modernizr,JS,2393,12355,843937,234.4269444,1,239989597,220,7.715714924,220,392,0,0.00255102,-2.593286137,3.378942699,4.09184275,0.887376173,2.342422681,dynamic,weak
moment-moment,JS,3432,145404,2161609,600.4469444,2,194951634,414,6.267735147,414,540,0.301029996,0.003703704,-2.431363729,3.535547279,5.162576354,0.797110636,2.617000341,dynamic,weak
mongodb-mongo,C++,37460,989811,-1,-0.000277778,1,261863082,281,8.418951968,281,2973,0,0.000336361,-3.473194365,4.573567773,5.995552276,0.925258032,2.44870632,static,weak
MonoGame-MonoGame,C#,11357,147382,-1,-0.000277778,2,191763380,228,6.165232124,228,1372,0.301029996,0.001457726,-2.8363241,4.055263626,5.168444446,0.789949433,2.357934847,static,strong
mozilla-pdf.js,JS,9664,71690,3391853.5,942.1815278,1,190099677,230,6.111743731,230,235,0,0.004255319,-2.371067877,3.985156921,4.85545858,0.786165136,2.361727836,dynamic,weak
mperham-sidekiq,Ruby,3246,8070,-1,-0.000277778,1,167143353,348,5.373693191,348,115,0,0.008695652,-2.060697849,3.511348515,3.906873535,0.730272867,2.541579244,dynamic,strong
mpv-player-mpv,C,44707,108406,561421.5,155.9504167,1,143783476,204,4.622668338,204,315,0,0.003174603,-2.498310578,4.650375528,5.03505332,0.664892735,2.309630167,static,weak
mrdoob-three.js,JS,18646,534598,416288,115.6355556,1,224528519,414,7.218638085,414,32,0,0.03125,-1.505149978,4.27058568,5.72802733,0.858455268,2.617000341,dynamic,weak
mutualmobile-MMDrawerController,Obj-C,296,2923,2163244,600.9011111,1,125961139,24,4.049676537,24,18,0,0.055555556,-1.255272502,2.471291711,3.465828815,0.607420336,1.380211242,static,weak
mwaterfall-MWPhotoBrowser,Obj-C,189,9716,60613,16.83694444,2,206223553,4,6.630129662,4,90,0.301029996,0.022222222,-1.653212518,2.276461804,3.987487506,0.821522022,0.602059991,static,weak
NancyFx-Nancy,C#,5330,69448,417879,116.0775,2,216491078,262,6.960232703,262,960,0.301029996,0.002083333,-2.681241307,3.726727209,4.841659743,0.84262376,2.418301291,static,strong
nathanmarz-storm,Java,1765,46306,-1,-0.000277778,1,177653087,45,5.711583301,45,449,0,0.002227171,-2.652246437,3.24674471,4.665637267,0.756756515,1.653212514,static,strong
navasmdc-MaterialDesignLibrary,Java,75,2882,-1,-0.000277778,6,81836563,10,2.631062339,10,30,0.77815125,0.2,-0.698970004,1.875061263,3.459693976,0.420131138,1,static,strong
ncw-rclone,Go,1174,249541,825918.5,229.4218056,1,98912403,61,3.180054109,61,823,0,0.001215067,-2.915399774,3.069668097,5.397141911,0.50243451,1.785329835,static,strong
Netflix-Hystrix,Java,2022,50051,1870743.5,519.6509722,2,140543114,101,4.518490033,101,414,0.301029996,0.004830918,-2.315970334,3.305781151,4.699412759,0.654993329,2.004321374,static,strong
netty-netty,Java,8095,225314,129928.5,36.09125,2,204604659,264,6.578081887,264,2153,0.301029996,0.000928936,-3.032014206,3.908216853,5.352788178,0.818099275,2.421603927,static,strong
nickbutcher-plaid,Java,334,17752,-1,-0.000277778,1,47677744,24,1.53284928,24,144,0,0.006944444,-2.15836252,2.523746467,4.249247289,0.185499454,1.380211242,static,strong
nicklockwood-iCarousel,Obj-C,251,20350,-1,-0.000277778,3,191766977,16,6.165347769,16,176,0.477121255,0.017045455,-1.768391402,2.399673721,4.308564414,0.789957579,1.204119983,static,weak
nicolargo-glances,Python,2827,22047,244647.5,67.95763889,1,170910645,68,5.494812404,68,37,0,0.027027027,-1.568201725,3.451325808,4.343349502,0.73995287,1.832508913,dynamic,strong
NLog-NLog,C#,4298,67435,749730.5,208.2584722,2,146441431,112,4.708122139,112,658,0.301029996,0.003039514,-2.517195852,3.633266411,4.828885362,0.672847721,2.049218023,static,strong
nlohmann-json,C++,1733,4182449,333190,92.55277778,2,120971531,50,3.889259613,50,377,0.301029996,0.00530504,-2.275311337,3.238798563,6.621430654,0.589866934,1.698970004,static,weak
nodejs-node,JS,17181,1311821,604891,168.0252778,1,76867369,464,2.47130173,464,1591,0,0.000628536,-3.201669843,4.235048438,6.117874579,0.392925773,2.666517981,dynamic,weak
nostra13-Android-Universal-Image-Loader,Java,1026,7218,1902115,528.3652778,1,171479497,35,5.513101112,35,88,0,0.011363636,-1.944482686,3.011147361,3.858416878,0.741395958,1.544068044,static,strong
nothings-stb,C,1374,45583,3693635,1026.009722,1,92862517,96,2.985549029,96,27,0,0.037037037,-1.431363765,3.137986733,4.658802904,0.475024208,1.982271233,static,weak
nsqio-nsq,Go,1798,15701,66100.5,18.36125,1,157065772,64,5.049696888,64,103,0,0.009708738,-2.012837219,3.254789687,4.195927314,0.70326531,1.806179974,static,strong
Nummer-Destroy-Windows-10-Spying,C#,98,7002,257915.5,71.64319444,4,53911871,7,1.733277746,7,25,0.602059991,0.16,-0.795880017,1.991226076,3.845222106,0.238868161,0.84509804,static,strong
numpy-numpy,C,15889,145082,2,0.000555556,1,209480241,427,6.734832851,427,74,0,0.013513514,-1.869231704,4.201096565,5.161613534,0.828326822,2.630427875,static,weak
nvbn-thefuck,Python,1290,8583,12396672.5,3443.520139,1,65393516,92,2.102414995,92,303,0,0.00330033,-2.481442633,3.11058971,3.933639113,0.322718445,1.963787827,dynamic,strong
nwjs-nw.js,C++,2936,41959,2482794,689.665,1,168241130,88,5.408986947,88,175,0,0.005714286,-2.243038027,3.467756051,4.622825129,0.733115933,1.944482672,static,weak
nylas-nylas-mail,JS,5865,45155,2384108,662.2522222,2,80415048,96,2.58536034,96,480,0.301029996,0.004166667,-2.380211207,3.768268016,4.654705847,0.412521082,1.982271233,dynamic,weak
ocornut-imgui,C++,2557,16793,211911.5,58.86430556,1,87946213,83,2.827488844,83,25,0,0.04,-1.397940009,3.407730728,4.225128288,0.4514009,1.919078092,static,weak
octalmage-robotjs,C,471,2836,7637394,2121.498333,1,84404773,30,2.713630819,30,21,0,0.047619048,-1.322219291,2.673020907,3.452706227,0.433550763,1.477121255,static,weak
octobercms-october,PHP,3849,167352,3902614,1084.059444,1,108390557,200,3.48477871,200,528,0,0.001893939,-2.722634013,3.585347911,5.223630907,0.542175205,2.301029996,dynamic,weak
omniauth-omniauth,Ruby,1279,2041,2193240,609.2333333,1,223917928,149,7.199007459,149,23,0,0.043478261,-1.361727835,3.106870544,3.309843005,0.857272624,2.173186268,dynamic,strong
onevcat-VVDocumenter-Xcode,Obj-C,331,2022,4213996.5,1170.554583,2,119930518,33,3.855790831,33,29,0.301029996,0.068965517,-1.161368004,2.519827994,3.305781151,0.586113466,1.51851394,static,weak
opencv-opencv,C++,21093,452768,1805967,501.6575,1,151208383,382,4.861380626,382,1155,0,0.000865801,-3.062581917,4.324138353,5.655875725,0.686759626,2.582063363,static,weak
OpenEmu-OpenEmu,Obj-C,5549,37671,2460109,683.3636111,1,201023162,75,6.462936021,75,240,0,0.004166667,-2.380211207,3.744214725,4.576007149,0.810429857,1.875061263,static,weak
openframeworks-openFrameworks,C++,15208,81832,4342657,1206.293611,1,237737046,239,7.643294946,239,429,0,0.002331002,-2.632457354,4.182072104,4.912923166,0.883280619,2.378397901,static,weak
OpenLiveWriter-OpenLiveWriter,C#,342,288101,339827,94.39638889,1,44248571,39,1.422600662,39,2406,0,0.000415628,-3.381295203,2.534026106,5.459544766,0.153083006,1.591064607,static,strong
OpenRA-OpenRA,C#,23318,222128,1332510,370.1416667,1,207721315,204,6.678283018,204,529,0,0.001890359,-2.723455711,4.367691298,5.346603306,0.82466482,2.309630167,static,strong
openresty-lua-nginx-module,C,3195,35631,-1,-0.000277778,1,222465659,58,7.152316712,58,59,0,0.016949153,-1.770852,3.504470862,4.551828011,0.854446737,1.763427994,static,weak
openssl-openssl,C,19704,258568,-1,-0.000277778,1,135609912,262,4.359886574,262,883,0,0.001132503,-2.945960639,4.294554399,5.412574776,0.639475191,2.418301291,static,weak
opserver-Opserver,C#,829,23917,1194850,331.9027778,1,112058906,43,3.602716885,43,252,0,0.003968254,-2.401400537,2.918554531,4.378706704,0.556630135,1.633468456,static,strong
OptiKey-OptiKey,C#,1910,23971,330892.5,91.91458333,1,88526168,31,2.846134516,31,297,0,0.003367003,-2.472756497,3.281033367,4.379686152,0.454255422,1.491361694,static,strong
overtrue-wechat,PHP,573,11496,6116793,1699.109167,1,71656160,51,2.303760288,51,195,0,0.005128205,-2.290034622,2.758154622,4.060546755,0.362437288,1.707570176,dynamic,weak
owncloud-core,PHP,34625,412796,1324221,367.8391667,1,148008432,388,4.758501543,388,2709,0,0.00036914,-3.432808892,4.539389782,5.61573548,0.677470214,2.588831726,dynamic,weak
PaddlePaddle-Paddle,C++,3009,51235,228545.5,63.48486111,1,22654852,60,0.728358153,60,278,0,0.003597122,-2.444044832,3.478422188,4.709566741,-0.137655014,1.77815125,static,weak
pallets-flask,Python,2711,8580,3373388,937.0522222,2,223346881,396,7.18064818,396,70,0.301029996,0.028571429,-1.544068038,3.433129518,3.933487288,0.856163649,2.597695186,dynamic,strong
pandas-dev-pandas,Python,14998,201603,314916,87.47666667,2,211285347,405,6.79286738,405,530,0.301029996,0.003773585,-2.423245863,4.176033349,5.30449699,0.832053136,2.607455023,dynamic,strong
path-FastImageCache,Obj-C,133,2269,6320039,1755.566389,1,116774107,24,3.754311568,24,14,0,0.071428571,-1.146128038,2.123851641,3.355834496,0.574530312,1.380211242,static,weak
phacility-phabricator,PHP,14064,429170,-1,-0.000277778,2,198251491,196,6.373826228,196,5145,0.301029996,0.000388727,-3.410355293,4.148108858,5.632629356,0.804400219,2.292256071,dynamic,weak
phalcon-cphalcon,PHP,9381,394334,1527002,424.1672222,1,171612430,194,5.517374936,194,425,0,0.002352941,-2.628388963,3.972249136,5.595864224,0.741732498,2.28780173,dynamic,weak
PhilJay-MPAndroidChart,Java,1900,24702,598662,166.295,4,95463013,57,3.069155511,57,235,0.602059991,0.017021277,-1.769007861,3.278753601,4.392732117,0.487018894,1.755874856,static,strong
philsquared-Catch,C++,1789,18988,12724201,3534.500278,2,204658624,81,6.579816872,81,103,0.301029996,0.019417476,-1.711807223,3.252610341,4.278479223,0.818213807,1.908485019,static,weak
php-php-src,C,102383,1036341,2191354,608.7094444,1,185710055,216,5.97061648,216,1010,0,0.000990099,-3.004321378,5.010227851,6.01550268,0.776019175,2.334453751,static,weak
PHPMailer-PHPMailer,PHP,880,7052,1054971.5,293.0476389,1,179812963,122,5.781023759,122,61,0,0.016393443,-1.785329825,2.944482672,3.848312304,0.762004754,2.086359831,dynamic,weak
PHPOffice-PHPExcel,PHP,1273,69553,329250,91.45833333,1,153865773,62,4.946816262,62,386,0,0.002590674,-2.586587233,3.104828404,4.842315867,0.69432578,1.792391689,dynamic,weak
phpredis-phpredis,C,1726,12633,-1,-0.000277778,1,193699186,75,6.227468686,75,231,0,0.004329004,-2.363612013,3.237040791,4.101506496,0.794311552,1.875061263,static,weak
pingcap-tidb,Go,4636,484932,280720.5,77.97791667,2,52387088,107,1.684255658,107,975,0.301029996,0.002051282,-2.687974631,3.666143427,5.685680844,0.226408015,2.029383778,static,strong
piwik-piwik,PHP,24274,238200,604794.5,167.9984722,2,192379303,172,6.185034176,172,977,0.301029996,0.002047083,-2.688864548,4.385141348,5.376941757,0.791342104,2.235528447,dynamic,weak
plataformatec-devise,Ruby,3389,11178,1514774.5,420.7706944,2,240795888,426,7.741637346,426,197,0.301029996,0.010152284,-1.993436242,3.530071569,4.048364105,0.888832823,2.629409599,dynamic,strong
plataformatec-simple_form,Ruby,1749,7528,3676392,1021.22,2,231888972,192,7.455278164,192,93,0.301029996,0.021505376,-1.66745296,3.242789809,3.87667961,0.872463852,2.283301229,dynamic,strong
pockethub-PocketHub,Java,3148,21660,463892,128.8588889,1,178398430,115,5.735546232,115,272,0,0.003676471,-2.434568855,3.498034724,4.335658452,0.758574785,2.06069784,static,strong
pokeb-asi-http-request,Obj-C,823,14126,-1,-0.000277778,4,277827370,49,8.932207112,49,55,0.602059991,0.072727273,-1.138302697,2.915399835,4.150019202,0.950958785,1.69019608,static,weak
powerline-powerline,Python,2611,21943,50454.5,14.01513889,1,154393880,92,4.96379501,92,163,0,0.006134969,-2.212187627,3.416806872,4.341296003,0.695813838,1.963787827,dynamic,strong
PowerShell-PowerShell,C#,4803,553375,1373318,381.4772222,2,41170705,133,1.323646637,133,1575,0.301029996,0.001269841,-2.896250655,3.681512587,5.743019535,0.121772061,2.123851641,static,strong
prometheus-prometheus,Go,3823,721226,1039613,288.7813889,2,140143548,139,4.505643904,139,1563,0.301029996,0.001279591,-2.892928823,3.582404298,5.858071375,0.653756865,2.1430148,static,strong
python-cpython,Python,99066,483942,25891,7.191944444,1,7144569,229,0.229699363,229,1739,0,0.000575043,-3.240299679,4.995924628,5.684793315,-0.638840209,2.359835482,dynamic,strong
radare-radare2,C,14476,402641,638924,177.4788889,3,152597854,356,4.906052405,356,925,0.477121255,0.003243243,-2.489020511,4.160648574,5.604917996,0.690732183,2.551449998,static,weak
reactiveui-ReactiveUI,C#,3686,28902,14295408,3970.946667,1,217665331,91,6.997985179,91,305,0,0.003278689,-2.484299776,3.566555331,4.460927897,0.844973018,1.959041392,static,strong
ReactiveX-RxJava,Java,5081,239256,86548.5,24.04125,2,136223292,155,4.379606867,155,1464,0.301029996,0.00136612,-2.864511151,3.705949195,5.378862838,0.641435128,2.190331698,static,strong
reactjs-redux,JS,2302,8688,36722.5,10.20069444,2,60955605,448,1.959735243,448,83,0.301029996,0.024096386,-1.618048088,3.362105319,3.938919812,0.292197403,2.651278014,dynamic,weak
reactphp-react,PHP,869,307,3034454,842.9038889,2,157226400,29,5.054861111,29,16,0.301029996,0.125,-0.903089987,2.939019776,2.487138375,0.703709227,1.462397998,dynamic,weak
ReactTraining-react-router,JS,3914,9930,939819,261.0608333,2,93620229,432,3.009909626,432,563,0.301029996,0.003552398,-2.449478383,3.592620821,3.996949248,0.478553456,2.635483747,dynamic,weak
realm-realm-cocoa,Obj-C,9952,17507,1124311,312.3086111,2,159292384,91,5.121282922,91,47,0.301029996,0.042553191,-1.371067867,3.997910367,4.243211732,0.709378769,1.959041392,static,weak
realm-realm-java,Java,6903,65184,661333,183.7036111,2,158985678,66,5.111422261,66,488,0.301029996,0.004098361,-2.38738979,3.839037873,4.814141007,0.70854176,1.819543936,static,strong
reddit-reddit,Python,7944,70906,6103134.5,1695.315139,1,280067347,186,9.004222833,186,300,0,0.003333333,-2.477121298,3.900039235,4.850682986,0.954446234,2.269512944,dynamic,strong
Redth-PushSharp,C#,536,4237,3021794,839.3872222,1,154721233,30,4.974319477,30,70,0,0.014285714,-1.845098049,2.72916479,3.627058464,0.696733675,1.477121255,static,strong
ResourceHunter-BaiduPanDownloadWinform,C#,57,4056,-1,-0.000277778,2,18163432,5,0.583958076,5,53,0.301029996,0.037735849,-1.423245875,1.755874856,3.608097946,-0.233618331,0.698970004,static,strong
Respect-Validation,PHP,1447,28423,739480,205.4111111,3,208727515,102,6.710632555,102,970,0.477121255,0.003092784,-2.50965041,3.160468531,4.453669915,0.826763459,2.008600172,dynamic,weak
resque-resque,Ruby,1579,5369,13116671,3643.519722,1,243862345,184,7.840224569,184,54,0,0.018518519,-1.732393749,3.19838213,3.729893404,0.894328502,2.264817823,dynamic,strong
RestKit-RestKit,Obj-C,3461,31247,1179851,327.7363889,2,228221154,163,7.33735706,163,154,0.301029996,0.012987013,-1.886490725,3.539201599,4.494808327,0.865539654,2.212187604,static,weak
restsharp-RestSharp,C#,1174,20160,1780082,494.4672222,2,235562295,143,7.573376254,143,144,0.301029996,0.013888889,-1.857332493,3.069668097,4.304490528,0.879289534,2.155336037,static,strong
rethinkdb-rethinkdb,C++,33237,138366,537014,149.1705556,2,142323733,131,4.575737301,131,566,0.301029996,0.003533569,-2.451786424,4.521621817,5.141029386,0.660461083,2.117271296,static,weak
revel-revel,Go,1350,7677,1679684,466.5788889,1,170495374,114,5.481461355,114,55,0,0.018181818,-1.740362694,3.130333768,3.885191541,0.738896357,2.056904851,static,strong
rg3-youtube-dl,Python,14683,102102,192529,53.48027778,1,205363493,422,6.602478556,422,801,0,0.001248439,-2.903632673,4.166814799,5.009034249,0.819706999,2.625312451,dynamic,strong
rkt-rkt,Go,5214,307876,246035,68.34305556,2,78151602,182,2.512590085,182,1362,0.301029996,0.001468429,-2.833147047,3.717171027,5.488375835,0.400121642,2.260071388,static,strong
robbiehanson-CocoaAsyncSocket,Obj-C,478,15786,16032202,4453.389444,1,171941646,38,5.527959298,38,58,0,0.017241379,-1.763428001,2.679427897,4.198272098,0.742564837,1.579783597,static,weak
robertdavidgraham-masscan,C,420,22997,166125,46.14583333,1,118909467,18,3.822963831,18,82,0,0.012195122,-1.913813851,2.62324929,4.361671185,0.582400189,1.255272505,static,weak
Rochester-NRT-RocAlphaGo,Python,415,2642,167132,46.42555556,1,39611971,15,1.273533018,15,28,0,0.035714286,-1.447158028,2.618048097,3.421932813,0.105010209,1.176091259,dynamic,strong
romaonthego-RESideMenu,Obj-C,384,1278,6348464,1763.462222,1,122415728,27,3.935690844,27,16,0,0.0625,-1.204119983,2.584331224,3.106530854,0.595020976,1.431363764,static,weak
roots-sage,PHP,1997,645,1458321,405.0891667,1,197628471,170,6.353796007,170,5,0,0.2,-0.698970004,3.300378065,2.809559715,0.803033267,2.230448921,dynamic,weak
rs-SDWebImage,Obj-C,1246,3630,16351602.5,4542.111806,1,240344441,204,7.727123232,204,40,0,0.025,-1.602059991,3.095518042,3.559906625,0.888017838,2.309630167,static,weak
ruby-grape-grape,Ruby,1921,19921,1733285,481.4680556,2,213140092,287,6.852497814,287,212,0.301029996,0.009433962,-2.025305877,3.283527365,4.299311135,0.835848906,2.457881897,dynamic,strong
ryanb-cancan,Ruby,420,2639,5258713,1460.753611,2,235479315,58,7.57070843,58,31,0.301029996,0.064516129,-1.190331698,2.62324929,3.42143939,0.879136521,1.763427994,dynamic,strong
saltstack-salt,Python,80862,606743,628427,174.5630556,1,195666184,372,6.290708076,372,2172,0,0.000460405,-3.336859969,4.907744479,5.783004775,0.798699532,2.57054294,dynamic,strong
sass-sass,Ruby,6242,32435,978753,271.8758333,2,208762985,180,6.711772923,180,170,0.301029996,0.011764706,-1.929418921,3.795323764,4.511013902,0.826837255,2.255272505,dynamic,strong
scikit-learn-scikit-learn,Python,21778,103620,1995615.5,554.3376389,2,211860982,420,6.811374164,420,662,0.301029996,0.003021148,-2.519827999,4.338017993,5.015443588,0.833234738,2.62324929,dynamic,strong
scrapy-scrapy,Python,6306,24493,1878632.5,521.8423611,1,227095126,243,7.301155028,243,338,0,0.00295858,-2.528916683,3.799753966,4.389041982,0.86339157,2.385606274,dynamic,strong
sdegutis-mjolnir,C,1492,11973,172164,47.82333333,1,90719345,31,2.916645608,31,32,0,0.03125,-1.505149978,3.173768823,4.078202983,0.464883663,1.491361694,static,weak
sebastianbergmann-phpunit,PHP,8573,107214,159925.5,44.42375,2,232238617,257,7.466519322,257,342,0.301029996,0.005847953,-2.232996126,3.933132824,5.030251499,0.873118193,2.409933123,dynamic,weak
Seldaek-monolog,PHP,1791,12961,3223493,895.4147222,2,195990765,279,6.301143422,279,183,0.301029996,0.010928962,-1.961421084,3.253095586,4.112638511,0.799419365,2.445604203,dynamic,weak
Semantic-Org-Semantic-UI,JS,6230,72342,358785,99.6625,1,128435276,166,4.12922055,166,140,0,0.007142857,-2.146128044,3.794488047,4.859390511,0.61586808,2.220108088,dynamic,weak
serbanghita-Mobile-Detect,PHP,672,8873,1133331.5,314.8143056,1,147488504,67,4.741785751,67,3,0,0.333333333,-0.477121255,2.827369273,3.948070482,0.675941927,1.826074803,dynamic,weak
ServiceStack-ServiceStack,C#,8249,204983,-1,-0.000277778,1,196778442,238,6.3264674,238,1928,0,0.000518672,-3.285107196,3.916401304,5.311717845,0.801161274,2.376576957,static,strong
sferik-rails_admin,Ruby,4288,15662,1150066,319.4627778,1,213217140,344,6.854974923,344,342,0,0.002923977,-2.534026048,3.632254777,4.19484722,0.83600587,2.536558443,dynamic,strong
SFTtech-openage,C++,2638,20089,206241,57.28916667,2,110381077,99,3.548774338,99,223,0.301029996,0.00896861,-2.047274861,3.421274791,4.302958319,0.550078384,1.995635195,static,weak
shadowsocks-shadowsocks-windows,C#,1032,12325,120898,33.58277778,1,135749144,40,4.364362912,40,79,0,0.012658228,-1.897627086,3.013679697,4.090786928,0.639920857,1.602059991,static,strong
ShareX-ShareX,C#,3614,119855,87354,24.265,1,112624070,111,3.620887024,111,801,0,0.001248439,-2.903632673,3.557988148,5.078656156,0.558814975,2.045322979,static,strong
Shopify-liquid,Ruby,1096,7932,7847813,2179.948056,4,283638754,105,9.119044303,105,109,0.602059991,0.036697248,-1.435366503,3.039810554,3.899382706,0.959949326,2.021189299,dynamic,strong
SignalR-SignalR,C#,4586,93613,1826872,507.4644444,2,182592461,75,5.870385192,75,131,0.301029996,0.015267176,-1.816241288,3.66143405,4.971336163,0.768666599,1.875061263,static,strong
silexphp-Silex,PHP,2267,7292,-1,-0.000277778,2,209268760,223,6.728033693,223,114,0.301029996,0.01754386,-1.755874847,3.35545152,3.86284666,0.827888158,2.348304863,dynamic,weak
sinatra-sinatra,Ruby,3762,22330,1065292,295.9144444,2,262002750,343,8.423442323,343,20,0.301029996,0.1,-1,3.575418791,4.348888723,0.925489607,2.53529412,dynamic,strong
skwp-dotfiles,Ruby,1144,3256,2628582,730.1616667,1,172331921,87,5.540506719,87,35,0,0.028571429,-1.544068038,3.058426024,3.512684396,0.743549486,1.939519253,dynamic,strong
slackhq-SlackTextViewController,Obj-C,1163,5490,1736172,482.27,2,85511634,62,2.749216628,62,42,0.301029996,0.047619048,-1.322219291,3.065579715,3.739572344,0.439208962,1.792391689,static,weak
slimphp-Slim,PHP,2991,9795,197468,54.85222222,1,208867374,169,6.715129051,169,82,0,0.012195122,-1.913813851,3.475816413,3.99100444,0.827054363,2.227886705,dynamic,weak
SnapKit-Masonry,Obj-C,380,4424,2498039,693.8997222,1,119443452,43,3.840131559,43,80,0,0.0125,-1.903089987,2.579783597,3.645815118,0.584346103,1.633468456,static,weak
socketio-socket.io,JS,1660,174225,6101752,1694.931111,1,225567312,138,7.252035494,138,7,0,0.142857143,-0.84509804,3.220108088,5.241110473,0.860459921,2.139879086,dynamic,weak
soimort-you-get,Python,1565,8194,12742.5,3.539583333,1,148421184,97,4.771771605,97,115,0,0.008695652,-2.060697849,3.194514342,3.91349596,0.678679649,1.986771734,dynamic,strong
Sonarr-Sonarr,C#,7188,127328,1230681,341.8558333,3,176796164,79,5.68403305,79,2107,0.477121255,0.001423825,-2.846543386,3.856608068,5.104923917,0.754656594,1.897627091,static,strong
songrotek-Deep-Learning-Papers-Reading-Roadmap,Python,89,167,-1,-0.000277778,1,17453412,16,0.561130787,16,1,0,1,0,1.949390007,2.222716471,-0.250935903,1.204119983,dynamic,strong
spf13-hugo,Go,3261,35770,487928,135.5355556,1,120947614,458,3.888490676,458,233,0,0.004291845,-2.367355971,3.513350799,4.55351894,0.589781062,2.660865478,static,strong
spotify-luigi,Python,3411,30091,15418,4.282777778,2,145745602,297,4.685751093,297,211,0.301029996,0.009478673,-2.023252459,3.532881719,4.478436621,0.670779215,2.472756449,dynamic,strong
spree-spree,Ruby,17260,57712,1244342.5,345.6506944,1,288738865,378,9.283013921,378,1153,0,0.000867303,-3.061829151,4.237040791,4.761266125,0.967689002,2.5774918,dynamic,strong
spring-projects-spring-boot,Java,11598,203914,160591,44.60861111,2,143240223,340,4.605202643,340,3320,0.301029996,0.00060241,-3.220107827,4.064383104,5.309447044,0.663248745,2.531478917,static,strong
spring-projects-spring-framework,Java,14528,566248,-1,-0.000277778,2,202118115,214,6.498138985,214,6660,0.301029996,0.0003003,-3.522444668,4.162205831,5.753006681,0.812788996,2.330413773,static,strong
sqlitebrowser-sqlitebrowser,C++,1800,64592,516268,143.4077778,1,94730716,62,3.045612011,62,129,0,0.007751938,-2.110589709,3.255272505,4.810178732,0.483674577,1.792391689,static,weak
sqlmapproject-sqlmap,Python,7733,48689,27204,7.556666667,1,153194865,55,4.925246431,55,372,0,0.002688172,-2.570542947,3.88834801,4.687430855,0.692427965,1.740362689,dynamic,strong
square-leakcanary,Java,334,3986,5966999.5,1657.499861,13,63547544,37,2.043066615,37,56,1.113943352,0.232142857,-0.634244675,2.523746467,3.600537294,0.310282527,1.568201724,static,strong
square-okhttp,Java,2905,52510,3755238,1043.121667,2,150848225,132,4.849801472,132,282,0.301029996,0.007092199,-2.149219087,3.463146137,4.720242018,0.685723961,2.120573931,static,strong
square-picasso,Java,966,9355,3749539.5,1041.53875,1,125355133,73,4.030193319,73,72,0,0.013888889,-1.857332493,2.984977126,3.971043792,0.605325879,1.86332286,static,strong
square-retrofit,Java,1448,16969,1382175,383.9375,3,210090017,105,6.754437275,105,175,0.477121255,0.017142857,-1.765916798,3.160768562,4.22965625,0.829589173,2.021189299,static,strong
StackExchange-Dapper,C#,1187,17733,10217410,2838.169444,2,191128621,113,6.144824492,113,90,0.301029996,0.022222222,-1.653212518,3.074450719,4.248782214,0.788509483,2.053078443,static,strong
StackExchange-StackExchange.Redis,C#,663,33915,22000244,6111.178889,1,99093034,71,3.185861433,71,201,0,0.004975124,-2.30319609,2.821513528,4.530391821,0.503226883,1.851258349,static,strong
stedolan-jq,C,1150,17189,192857,53.57138889,1,151257755,79,4.862967946,79,20,0,0.05,-1.301029996,3.06069784,4.235250612,0.686901407,1.897627091,static,weak
Studio3T-robomongo,C++,2074,155798,3478364,966.2122222,6,141602771,26,4.552558224,26,462,0.77815125,0.012987013,-1.886490725,3.316808752,5.192561878,0.658255509,1.414973348,static,weak
stympy-faker,Ruby,1030,6929,-1,-0.000277778,1,263759963,316,8.479937082,316,204,0,0.004901961,-2.309630148,3.012837225,3.840670561,0.92839263,2.499687083,dynamic,strong
SVProgressHUD-SVProgressHUD,Obj-C,670,1416,19270958,5353.043889,1,192559016,79,6.190811986,79,9,0,0.111111111,-0.95424251,2.826074803,3.151063253,0.791747615,1.897627091,static,weak
swoole-swoole-src,C,4227,46549,205045,56.95694444,1,151020601,57,4.855343396,57,116,0,0.00862069,-2.064457972,3.626032248,4.667910356,0.686219951,1.755874856,static,weak
symfony-symfony,PHP,30834,252672,315679,87.68861111,2,231284319,421,7.435838445,421,3634,0.301029996,0.000550358,-3.259354716,4.489029868,5.402557118,0.871329945,2.624282096,dynamic,weak
symless-synergy,C,2848,66909,3501696,972.6933333,2,80743263,44,2.595912519,44,48,0.301029996,0.041666667,-1.380211238,3.454539985,4.825484539,0.414290053,1.643452676,static,weak
syncthing-syncthing,Go,4280,304226,251412,69.83666667,2,108439899,127,3.486365066,127,1366,0.301029996,0.001464129,-2.834420657,3.631443769,5.483196327,0.542372861,2.103803721,static,strong
tastejs-todomvc,JS,2825,517524,5955885,1654.4125,2,186768207,282,6.004636285,282,1127,0.301029996,0.001774623,-2.750893894,3.451018452,5.713930495,0.778486706,2.450249108,dynamic,weak
teamcapybara-capybara,Ruby,2625,14379,5473531,1520.425278,2,236526043,218,7.60436095,218,152,0.301029996,0.013157895,-1.880813584,3.419129308,4.157728684,0.881062723,2.338456494,dynamic,strong
telegramdesktop-tdesktop,C++,2761,128792,1212543,336.8175,2,94865009,49,3.049929559,49,279,0.301029996,0.007168459,-2.144574194,3.441066407,5.109888887,0.484289809,1.69019608,static,weak
